#tmax5dt0.001size17latspc8temp0.728
time,temp,KE,PE,total energy
1.233, 0.742964, 375.305, -375.862, -0.557597
1.234, 0.74261, 375.202, -375.76, -0.557597
1.235, 0.74223, 375.092, -375.65, -0.557597
1.236, 0.741825, 374.975, -375.533, -0.557597
1.237, 0.741395, 374.851, -375.409, -0.557597
1.238, 0.740941, 374.72, -375.278, -0.557597
1.239, 0.740465, 374.582, -375.14, -0.557597
1.24, 0.739968, 374.438, -374.996, -0.557597
1.241, 0.739449, 374.289, -374.846, -0.557597
1.242, 0.738911, 374.133, -374.691, -0.557597
1.243, 0.738354, 373.972, -374.53, -0.557597
1.244, 0.737779, 373.806, -374.364, -0.557597
1.245, 0.737189, 373.635, -374.193, -0.557597
1.246, 0.736584, 373.46, -374.018, -0.557596
1.247, 0.735965, 373.282, -373.839, -0.557596
1.248, 0.735334, 373.099, -373.657, -0.557596
1.249, 0.734693, 372.914, -373.472, -0.557596
1.25, 0.734043, 372.726, -373.284, -0.557596
1.251, 0.733385, 372.536, -373.094, -0.557596
1.252, 0.732722, 372.344, -372.902, -0.557596
1.253, 0.732055, 372.151, -372.709, -0.557596
1.254, 0.731386, 371.958, -372.516, -0.557596
1.255, 0.730716, 371.765, -372.322, -0.557596
1.256, 0.730049, 371.572, -372.129, -0.557596
1.257, 0.729384, 371.38, -371.937, -0.557595
1.258, 0.728726, 371.189, -371.747, -0.557595
1.259, 0.728075, 371.001, -371.559, -0.557595
1.26, 0.727434, 370.816, -371.373, -0.557595
1.261, 0.726805, 370.634, -371.191, -0.557595
1.262, 0.726189, 370.456, -371.013, -0.557595
1.263, 0.725588, 370.282, -370.84, -0.557595
1.264, 0.725005, 370.114, -370.671, -0.557595
1.265, 0.724441, 369.951, -370.508, -0.557595
1.266, 0.723898, 369.794, -370.351, -0.557594
1.267, 0.723377, 369.643, -370.201, -0.557594
1.268, 0.72288, 369.499, -370.057, -0.557594
1.269, 0.722407, 369.363, -369.921, -0.557594
1.27, 0.721961, 369.234, -369.791, -0.557594
1.271, 0.721541, 369.112, -369.67, -0.557594
1.272, 0.721148, 368.999, -369.556, -0.557594
1.273, 0.720782, 368.893, -369.451, -0.557594
1.274, 0.720444, 368.795, -369.353, -0.557594
1.275, 0.720133, 368.705, -369.263, -0.557594
1.276, 0.719848, 368.623, -369.181, -0.557594
1.277, 0.719589, 368.548, -369.106, -0.557594
1.278, 0.719355, 368.481, -369.038, -0.557595
1.279, 0.719144, 368.42, -368.978, -0.557595
1.28, 0.718955, 368.365, -368.923, -0.557595
1.281, 0.718786, 368.317, -368.874, -0.557595
1.282, 0.718635, 368.273, -368.831, -0.557595
1.283, 0.7185, 368.234, -368.792, -0.557595
1.284, 0.718378, 368.199, -368.756, -0.557595
1.285, 0.718267, 368.167, -368.724, -0.557596
1.286, 0.718164, 368.137, -368.695, -0.557596
1.287, 0.718066, 368.109, -368.666, -0.557596
1.288, 0.717971, 368.081, -368.639, -0.557596
1.289, 0.717877, 368.054, -368.612, -0.557596
1.29, 0.717779, 368.026, -368.584, -0.557597
1.291, 0.717677, 367.997, -368.554, -0.557597
1.292, 0.717567, 367.965, -368.522, -0.557597
1.293, 0.717447, 367.93, -368.488, -0.557597
1.294, 0.717315, 367.892, -368.45, -0.557597
1.295, 0.717169, 367.85, -368.408, -0.557597
1.296, 0.717008, 367.803, -368.361, -0.557597
1.297, 0.71683, 367.752, -368.31, -0.557598
1.298, 0.716634, 367.695, -368.253, -0.557598
1.299, 0.716419, 367.633, -368.191, -0.557598
1.3, 0.716185, 367.566, -368.123, -0.557598
1.301, 0.715932, 367.493, -368.05, -0.557598
1.302, 0.71566, 367.414, -367.972, -0.557598
1.303, 0.71537, 367.33, -367.888, -0.557598
1.304, 0.715062, 367.241, -367.799, -0.557598
1.305, 0.714738, 367.147, -367.705, -0.557597
1.306, 0.714399, 367.049, -367.607, -0.557597
1.307, 0.714047, 366.947, -367.505, -0.557597
1.308, 0.713683, 366.842, -367.4, -0.557597
1.309, 0.71331, 366.735, -367.292, -0.557597
1.31, 0.712931, 366.625, -367.182, -0.557597
1.311, 0.712547, 366.514, -367.071, -0.557597
1.312, 0.712161, 366.402, -366.96, -0.557596
1.313, 0.711776, 366.291, -366.849, -0.557596
1.314, 0.711394, 366.181, -366.738, -0.557596
1.315, 0.711018, 366.072, -366.629, -0.557596
1.316, 0.71065, 365.965, -366.523, -0.557596
1.317, 0.710293, 365.862, -366.42, -0.557596
1.318, 0.709949, 365.763, -366.321, -0.557596
1.319, 0.709621, 365.668, -366.226, -0.557595
1.32, 0.709311, 365.578, -366.136, -0.557595
1.321, 0.70902, 365.494, -366.052, -0.557595
1.322, 0.708751, 365.416, -365.974, -0.557595
1.323, 0.708505, 365.345, -365.903, -0.557595
1.324, 0.708283, 365.281, -365.839, -0.557595
1.325, 0.708088, 365.225, -365.782, -0.557595
1.326, 0.70792, 365.176, -365.734, -0.557595
1.327, 0.707781, 365.136, -365.694, -0.557595
1.328, 0.707672, 365.104, -365.662, -0.557595
1.329, 0.707593, 365.082, -365.639, -0.557594
1.33, 0.707545, 365.068, -365.625, -0.557594
1.331, 0.70753, 365.063, -365.621, -0.557594
1.332, 0.707547, 365.068, -365.626, -0.557594
1.333, 0.707597, 365.083, -365.64, -0.557594
1.334, 0.707681, 365.107, -365.664, -0.557594
1.335, 0.707798, 365.141, -365.698, -0.557594
1.336, 0.70795, 365.185, -365.742, -0.557594
1.337, 0.708135, 365.238, -365.796, -0.557594
1.338, 0.708355, 365.302, -365.859, -0.557594
1.339, 0.708609, 365.375, -365.933, -0.557594
1.34, 0.708897, 365.458, -366.016, -0.557594
1.341, 0.709218, 365.551, -366.109, -0.557594
1.342, 0.709572, 365.654, -366.211, -0.557594
1.343, 0.709959, 365.765, -366.323, -0.557594
1.344, 0.710378, 365.886, -366.444, -0.557594
1.345, 0.710827, 366.016, -366.574, -0.557594
1.346, 0.711307, 366.155, -366.712, -0.557594
1.347, 0.711815, 366.302, -366.859, -0.557594
1.348, 0.71235, 366.456, -367.014, -0.557594
1.349, 0.712912, 366.619, -367.176, -0.557595
1.35, 0.713499, 366.788, -367.346, -0.557595
1.351, 0.714108, 366.964, -367.522, -0.557595
1.352, 0.714739, 367.147, -367.704, -0.557595
1.353, 0.715389, 367.335, -367.892, -0.557595
1.354, 0.716057, 367.528, -368.085, -0.557595
1.355, 0.71674, 367.725, -368.283, -0.557595
1.356, 0.717438, 367.927, -368.485, -0.557595
1.357, 0.718147, 368.132, -368.689, -0.557595
1.358, 0.718866, 368.34, -368.897, -0.557595
1.359, 0.719592, 368.55, -369.107, -0.557596
1.36, 0.720325, 368.761, -369.319, -0.557596
1.361, 0.721061, 368.974, -369.532, -0.557596
1.362, 0.721799, 369.188, -369.745, -0.557596
1.363, 0.722537, 369.401, -369.959, -0.557596
1.364, 0.723274, 369.614, -370.171, -0.557596
1.365, 0.724007, 369.826, -370.383, -0.557596
1.366, 0.724736, 370.036, -370.594, -0.557596
1.367, 0.725458, 370.245, -370.803, -0.557596
1.368, 0.726173, 370.452, -371.009, -0.557596
1.369, 0.72688, 370.656, -371.214, -0.557596
1.37, 0.727576, 370.857, -371.415, -0.557596
1.371, 0.728263, 371.056, -371.613, -0.557596
1.372, 0.728938, 371.251, -371.808, -0.557596
1.373, 0.729601, 371.443, -372, -0.557596
1.374, 0.730253, 371.631, -372.188, -0.557596
1.375, 0.730892, 371.816, -372.373, -0.557596
1.376, 0.73152, 371.997, -372.555, -0.557596
1.377, 0.732135, 372.175, -372.732, -0.557596
1.378, 0.73274, 372.349, -372.907, -0.557596
1.379, 0.733333, 372.521, -373.079, -0.557596
1.38, 0.733916, 372.689, -373.247, -0.557596
1.381, 0.73449, 372.855, -373.413, -0.557596
1.382, 0.735056, 373.019, -373.576, -0.557596
1.383, 0.735615, 373.18, -373.738, -0.557596
1.384, 0.736168, 373.34, -373.898, -0.557596
1.385, 0.736716, 373.499, -374.056, -0.557596
1.386, 0.737262, 373.656, -374.214, -0.557595
1.387, 0.737806, 373.813, -374.371, -0.557595
1.388, 0.738351, 373.971, -374.528, -0.557595
1.389, 0.738897, 374.129, -374.686, -0.557595
1.39, 0.739447, 374.287, -374.845, -0.557595
1.391, 0.740001, 374.448, -375.005, -0.557595
1.392, 0.740561, 374.61, -375.167, -0.557595
1.393, 0.74113, 374.774, -375.331, -0.557595
1.394, 0.741707, 374.94, -375.498, -0.557595
1.395, 0.742294, 375.11, -375.668, -0.557594
1.396, 0.742892, 375.283, -375.841, -0.557594
1.397, 0.743502, 375.459, -376.017, -0.557594
1.398, 0.744124, 375.639, -376.197, -0.557594
1.399, 0.744759, 375.822, -376.38, -0.557594
1.4, 0.745406, 376.009, -376.567, -0.557594
1.401, 0.746065, 376.2, -376.758, -0.557594
1.402, 0.746737, 376.394, -376.952, -0.557594
1.403, 0.74742, 376.592, -377.149, -0.557594
1.404, 0.748113, 376.792, -377.35, -0.557594
1.405, 0.748816, 376.995, -377.553, -0.557594
1.406, 0.749526, 377.2, -377.758, -0.557595
1.407, 0.750241, 377.407, -377.965, -0.557595
1.408, 0.750961, 377.615, -378.173, -0.557595
1.409, 0.751682, 377.824, -378.381, -0.557595
1.41, 0.752403, 378.032, -378.59, -0.557595
1.411, 0.753121, 378.239, -378.797, -0.557595
1.412, 0.753832, 378.445, -379.003, -0.557595
1.413, 0.754535, 378.648, -379.206, -0.557596
1.414, 0.755227, 378.848, -379.406, -0.557596
1.415, 0.755903, 379.044, -379.601, -0.557596
1.416, 0.756562, 379.234, -379.792, -0.557596
1.417, 0.757201, 379.419, -379.976, -0.557596
1.418, 0.757815, 379.596, -380.154, -0.557597
1.419, 0.758403, 379.766, -380.324, -0.557597
1.42, 0.758961, 379.928, -380.485, -0.557597
1.421, 0.759487, 380.08, -380.637, -0.557597
1.422, 0.759976, 380.221, -380.779, -0.557597
1.423, 0.760428, 380.352, -380.909, -0.557597
1.424, 0.760839, 380.471, -381.028, -0.557598
1.425, 0.761207, 380.577, -381.135, -0.557598
1.426, 0.761529, 380.67, -381.228, -0.557598
1.427, 0.761804, 380.75, -381.307, -0.557598
1.428, 0.762029, 380.815, -381.372, -0.557598
1.429, 0.762202, 380.865, -381.422, -0.557598
1.43, 0.762322, 380.9, -381.457, -0.557598
1.431, 0.762388, 380.919, -381.476, -0.557598
1.432, 0.762398, 380.921, -381.479, -0.557598
1.433, 0.762351, 380.908, -381.465, -0.557599
1.434, 0.762247, 380.878, -381.435, -0.557599
1.435, 0.762083, 380.831, -381.388, -0.557599
1.436, 0.761861, 380.766, -381.324, -0.557599
1.437, 0.76158, 380.685, -381.243, -0.557599
1.438, 0.76124, 380.587, -381.144, -0.557599
1.439, 0.76084, 380.471, -381.029, -0.557599
1.44, 0.760381, 380.339, -380.896, -0.557599
1.441, 0.759865, 380.189, -380.747, -0.557599
1.442, 0.75929, 380.023, -380.581, -0.557599
1.443, 0.758659, 379.841, -380.398, -0.557599
1.444, 0.757972, 379.642, -380.2, -0.557598
1.445, 0.757231, 379.428, -379.986, -0.557598
1.446, 0.756437, 379.199, -379.756, -0.557598
1.447, 0.755592, 378.955, -379.512, -0.557598
1.448, 0.754699, 378.696, -379.254, -0.557598
1.449, 0.753758, 378.424, -378.982, -0.557598
1.45, 0.752773, 378.14, -378.697, -0.557598
1.451, 0.751746, 377.843, -378.4, -0.557598
1.452, 0.750679, 377.534, -378.092, -0.557598
1.453, 0.749576, 377.216, -377.773, -0.557597
1.454, 0.748441, 376.887, -377.445, -0.557597
1.455, 0.747275, 376.55, -377.108, -0.557597
1.456, 0.746083, 376.206, -376.764, -0.557597
1.457, 0.744869, 375.855, -376.413, -0.557597
1.458, 0.743636, 375.498, -376.056, -0.557596
1.459, 0.742388, 375.138, -375.695, -0.557596
1.46, 0.741128, 374.774, -375.331, -0.557596
1.461, 0.739862, 374.408, -374.965, -0.557596
1.462, 0.738594, 374.041, -374.599, -0.557595
1.463, 0.737326, 373.675, -374.232, -0.557595
1.464, 0.736064, 373.31, -373.867, -0.557595
1.465, 0.734811, 372.948, -373.505, -0.557595
1.466, 0.733571, 372.589, -373.147, -0.557595
1.467, 0.732349, 372.236, -372.794, -0.557594
1.468, 0.731147, 371.888, -372.446, -0.557594
1.469, 0.729969, 371.548, -372.106, -0.557594
1.47, 0.728818, 371.215, -371.773, -0.557594
1.471, 0.727698, 370.892, -371.449, -0.557594
1.472, 0.72661, 370.577, -371.135, -0.557594
1.473, 0.725558, 370.273, -370.831, -0.557593
1.474, 0.724543, 369.98, -370.538, -0.557593
1.475, 0.723568, 369.698, -370.256, -0.557593
1.476, 0.722633, 369.428, -369.985, -0.557593
1.477, 0.72174, 369.17, -369.727, -0.557593
1.478, 0.720889, 368.924, -369.481, -0.557593
1.479, 0.720081, 368.69, -369.248, -0.557593
1.48, 0.719317, 368.47, -369.027, -0.557593
1.481, 0.718596, 368.261, -368.819, -0.557593
1.482, 0.717917, 368.065, -368.623, -0.557593
1.483, 0.717281, 367.881, -368.439, -0.557594
1.484, 0.716685, 367.709, -368.267, -0.557594
1.485, 0.71613, 367.548, -368.106, -0.557594
1.486, 0.715612, 367.399, -367.957, -0.557594
1.487, 0.715132, 367.26, -367.818, -0.557594
1.488, 0.714686, 367.131, -367.689, -0.557594
1.489, 0.714273, 367.012, -367.57, -0.557594
1.49, 0.713891, 366.902, -367.459, -0.557594
1.491, 0.713537, 366.799, -367.357, -0.557595
1.492, 0.713208, 366.704, -367.262, -0.557595
1.493, 0.712903, 366.616, -367.174, -0.557595
1.494, 0.712618, 366.534, -367.092, -0.557595
1.495, 0.712352, 366.457, -367.015, -0.557595
1.496, 0.7121, 366.384, -366.942, -0.557596
1.497, 0.711861, 366.316, -366.873, -0.557596
1.498, 0.711633, 366.249, -366.807, -0.557596
1.499, 0.711412, 366.186, -366.743, -0.557596
1.5, 0.711196, 366.123, -366.681, -0.557596
1.501, 0.710983, 366.062, -366.62, -0.557596
1.502, 0.710772, 366.001, -366.558, -0.557597
1.503, 0.710559, 365.939, -366.497, -0.557597
1.504, 0.710344, 365.877, -366.435, -0.557597
1.505, 0.710126, 365.814, -366.372, -0.557597
1.506, 0.709903, 365.75, -366.307, -0.557597
1.507, 0.709674, 365.684, -366.241, -0.557597
1.508, 0.70944, 365.616, -366.174, -0.557597
1.509, 0.709199, 365.546, -366.104, -0.557597
1.51, 0.708952, 365.475, -366.033, -0.557597
1.511, 0.7087, 365.402, -365.96, -0.557597
1.512, 0.708444, 365.328, -365.886, -0.557597
1.513, 0.708183, 365.253, -365.81, -0.557597
1.514, 0.70792, 365.177, -365.734, -0.557597
1.515, 0.707655, 365.1, -365.658, -0.557597
1.516, 0.707391, 365.024, -365.581, -0.557596
1.517, 0.70713, 364.948, -365.506, -0.557596
1.518, 0.706872, 364.874, -365.431, -0.557596
1.519, 0.70662, 364.801, -365.358, -0.557596
1.52, 0.706375, 364.73, -365.288, -0.557596
1.521, 0.70614, 364.662, -365.22, -0.557596
1.522, 0.705916, 364.597, -365.155, -0.557596
1.523, 0.705704, 364.536, -365.094, -0.557596
1.524, 0.705505, 364.478, -365.036, -0.557596
1.525, 0.70532, 364.425, -364.983, -0.557596
1.526, 0.705151, 364.376, -364.934, -0.557596
1.527, 0.704996, 364.331, -364.889, -0.557596
1.528, 0.704855, 364.291, -364.848, -0.557596
1.529, 0.704729, 364.254, -364.812, -0.557596
1.53, 0.704615, 364.221, -364.779, -0.557596
1.531, 0.704512, 364.192, -364.749, -0.557596
1.532, 0.704419, 364.165, -364.722, -0.557596
1.533, 0.704332, 364.14, -364.697, -0.557596
1.534, 0.704249, 364.116, -364.673, -0.557597
1.535, 0.704167, 364.092, -364.65, -0.557597
1.536, 0.704083, 364.068, -364.626, -0.557597
1.537, 0.703994, 364.042, -364.6, -0.557597
1.538, 0.703895, 364.014, -364.571, -0.557598
1.539, 0.703783, 363.981, -364.539, -0.557598
1.54, 0.703654, 363.944, -364.502, -0.557598
1.541, 0.703506, 363.902, -364.459, -0.557598
1.542, 0.703335, 363.852, -364.41, -0.557598
1.543, 0.703137, 363.795, -364.353, -0.557599
1.544, 0.702911, 363.73, -364.287, -0.557599
1.545, 0.702654, 363.655, -364.213, -0.557599
1.546, 0.702364, 363.572, -364.129, -0.557599
1.547, 0.702041, 363.478, -364.036, -0.557599
1.548, 0.701683, 363.375, -363.933, -0.557599
1.549, 0.701292, 363.262, -363.819, -0.557599
1.55, 0.700867, 363.139, -363.697, -0.557599
1.551, 0.700411, 363.007, -363.565, -0.557599
1.552, 0.699926, 362.867, -363.425, -0.557599
1.553, 0.699415, 362.719, -363.277, -0.557598
1.554, 0.698882, 362.565, -363.123, -0.557598
1.555, 0.698332, 362.406, -362.964, -0.557598
1.556, 0.697768, 362.243, -362.801, -0.557598
1.557, 0.697199, 362.078, -362.636, -0.557597
1.558, 0.696629, 361.914, -362.471, -0.557597
1.559, 0.696066, 361.751, -362.308, -0.557596
1.56, 0.695517, 361.592, -362.15, -0.557596
1.561, 0.694991, 361.44, -361.997, -0.557595
1.562, 0.694493, 361.296, -361.853, -0.557595
1.563, 0.694034, 361.163, -361.72, -0.557594
1.564, 0.693619, 361.043, -361.6, -0.557594
1.565, 0.693257, 360.938, -361.496, -0.557593
1.566, 0.692954, 360.851, -361.408, -0.557593
1.567, 0.692718, 360.782, -361.34, -0.557592
1.568, 0.692553, 360.734, -361.292, -0.557592
1.569, 0.692465, 360.709, -361.267, -0.557592
1.57, 0.692458, 360.707, -361.264, -0.557592
1.571, 0.692535, 360.729, -361.287, -0.557592
1.572, 0.692697, 360.776, -361.333, -0.557592
1.573, 0.692946, 360.848, -361.405, -0.557592
1.574, 0.69328, 360.944, -361.502, -0.557592
1.575, 0.693699, 361.065, -361.623, -0.557592
1.576, 0.694199, 361.21, -361.767, -0.557592
1.577, 0.694776, 361.377, -361.934, -0.557592
1.578, 0.695427, 361.565, -362.123, -0.557593
1.579, 0.696144, 361.773, -362.33, -0.557593
1.58, 0.696923, 361.998, -362.555, -0.557593
1.581, 0.697756, 362.239, -362.796, -0.557594
1.582, 0.698636, 362.493, -363.051, -0.557594
1.583, 0.699555, 362.759, -363.316, -0.557595
1.584, 0.700505, 363.033, -363.591, -0.557595
1.585, 0.701478, 363.315, -363.872, -0.557596
1.586, 0.702468, 363.601, -364.159, -0.557596
1.587, 0.703465, 363.889, -364.447, -0.557597
1.588, 0.704464, 364.178, -364.736, -0.557597
1.589, 0.705456, 364.465, -365.022, -0.557597
1.59, 0.706436, 364.748, -365.306, -0.557598
1.591, 0.707397, 365.026, -365.584, -0.557598
1.592, 0.708334, 365.297, -365.855, -0.557598
1.593, 0.709242, 365.559, -366.117, -0.557599
1.594, 0.710117, 365.812, -366.37, -0.557599
1.595, 0.710955, 366.054, -366.612, -0.557599
1.596, 0.711752, 366.285, -366.842, -0.557599
1.597, 0.712506, 366.503, -367.06, -0.557599
1.598, 0.713214, 366.707, -367.265, -0.557599
1.599, 0.713874, 366.898, -367.456, -0.557599
1.6, 0.714486, 367.075, -367.633, -0.557599
1.601, 0.715048, 367.237, -367.795, -0.557599
1.602, 0.71556, 367.385, -367.943, -0.557599
1.603, 0.716021, 367.519, -368.076, -0.557599
1.604, 0.716432, 367.637, -368.195, -0.557599
1.605, 0.716793, 367.742, -368.299, -0.557599
1.606, 0.717105, 367.832, -368.39, -0.557599
1.607, 0.717369, 367.908, -368.466, -0.557599
1.608, 0.717586, 367.971, -368.528, -0.557599
1.609, 0.717757, 368.02, -368.578, -0.557599
1.61, 0.717883, 368.057, -368.614, -0.557599
1.611, 0.717966, 368.081, -368.638, -0.557598
1.612, 0.718008, 368.093, -368.65, -0.557598
1.613, 0.71801, 368.093, -368.651, -0.557598
1.614, 0.717975, 368.083, -368.64, -0.557598
1.615, 0.717902, 368.062, -368.62, -0.557598
1.616, 0.717795, 368.031, -368.589, -0.557598
1.617, 0.717656, 367.991, -368.548, -0.557598
1.618, 0.717484, 367.941, -368.499, -0.557598
1.619, 0.717284, 367.883, -368.441, -0.557597
1.62, 0.717055, 367.817, -368.374, -0.557597
1.621, 0.716799, 367.743, -368.3, -0.557597
1.622, 0.716518, 367.662, -368.219, -0.557597
1.623, 0.716214, 367.574, -368.131, -0.557597
1.624, 0.715887, 367.479, -368.037, -0.557597
1.625, 0.71554, 367.379, -367.937, -0.557597
1.626, 0.715173, 367.273, -367.831, -0.557597
1.627, 0.714789, 367.162, -367.719, -0.557597
1.628, 0.714388, 367.046, -367.603, -0.557597
1.629, 0.713972, 366.926, -367.483, -0.557596
1.63, 0.713542, 366.801, -367.359, -0.557596
1.631, 0.7131, 366.674, -367.231, -0.557596
1.632, 0.712647, 366.543, -367.1, -0.557596
1.633, 0.712186, 366.409, -366.967, -0.557596
1.634, 0.711717, 366.274, -366.831, -0.557596
1.635, 0.711243, 366.137, -366.694, -0.557596
1.636, 0.710764, 365.998, -366.556, -0.557596
1.637, 0.710284, 365.86, -366.417, -0.557596
1.638, 0.709803, 365.721, -366.278, -0.557596
1.639, 0.709323, 365.582, -366.139, -0.557595
1.64, 0.708847, 365.444, -366.002, -0.557595
1.641, 0.708375, 365.308, -365.865, -0.557595
1.642, 0.70791, 365.173, -365.731, -0.557595
1.643, 0.707453, 365.041, -365.599, -0.557595
1.644, 0.707005, 364.912, -365.469, -0.557595
1.645, 0.706567, 364.785, -365.343, -0.557595
1.646, 0.706142, 364.662, -365.22, -0.557595
1.647, 0.70573, 364.543, -365.101, -0.557595
1.648, 0.705331, 364.428, -364.985, -0.557595
1.649, 0.704946, 364.317, -364.874, -0.557595
1.65, 0.704577, 364.21, -364.767, -0.557595
1.651, 0.704222, 364.107, -364.665, -0.557595
1.652, 0.703882, 364.009, -364.567, -0.557595
1.653, 0.703558, 363.915, -364.473, -0.557595
1.654, 0.703248, 363.826, -364.384, -0.557595
1.655, 0.702953, 363.741, -364.298, -0.557595
1.656, 0.702672, 363.66, -364.217, -0.557595
1.657, 0.702405, 363.582, -364.14, -0.557595
1.658, 0.70215, 363.509, -364.066, -0.557595
1.659, 0.701908, 363.439, -363.996, -0.557595
1.66, 0.701677, 363.372, -363.93, -0.557595
1.661, 0.701458, 363.309, -363.866, -0.557595
1.662, 0.701249, 363.248, -363.806, -0.557595
1.663, 0.701051, 363.191, -363.749, -0.557595
1.664, 0.700862, 363.137, -363.694, -0.557595
1.665, 0.700684, 363.085, -363.643, -0.557595
1.666, 0.700515, 363.036, -363.594, -0.557595
1.667, 0.700357, 362.99, -363.548, -0.557595
1.668, 0.700209, 362.948, -363.505, -0.557595
1.669, 0.700072, 362.908, -363.466, -0.557595
1.67, 0.699947, 362.872, -363.43, -0.557595
1.671, 0.699836, 362.84, -363.397, -0.557595
1.672, 0.699738, 362.811, -363.369, -0.557595
1.673, 0.699655, 362.788, -363.345, -0.557594
1.674, 0.69959, 362.769, -363.326, -0.557594
1.675, 0.699543, 362.755, -363.313, -0.557594
1.676, 0.699516, 362.747, -363.305, -0.557594
1.677, 0.699511, 362.746, -363.303, -0.557594
1.678, 0.699529, 362.751, -363.309, -0.557594
1.679, 0.699573, 362.764, -363.321, -0.557594
1.68, 0.699644, 362.784, -363.342, -0.557594
1.681, 0.699744, 362.813, -363.37, -0.557593
1.682, 0.699873, 362.85, -363.408, -0.557593
1.683, 0.700034, 362.897, -363.454, -0.557593
1.684, 0.700228, 362.953, -363.51, -0.557593
1.685, 0.700454, 363.018, -363.576, -0.557593
1.686, 0.700715, 363.093, -363.651, -0.557593
1.687, 0.70101, 363.179, -363.736, -0.557593
1.688, 0.701338, 363.274, -363.831, -0.557593
1.689, 0.701701, 363.378, -363.936, -0.557593
1.69, 0.702096, 363.493, -364.05, -0.557593
1.691, 0.702523, 363.616, -364.174, -0.557593
1.692, 0.70298, 363.748, -364.306, -0.557593
1.693, 0.703467, 363.889, -364.446, -0.557593
1.694, 0.70398, 364.037, -364.595, -0.557594
1.695, 0.704517, 364.192, -364.75, -0.557594
1.696, 0.705076, 364.354, -364.912, -0.557594
1.697, 0.705654, 364.521, -365.079, -0.557594
1.698, 0.706249, 364.693, -365.251, -0.557594
1.699, 0.706856, 364.868, -365.426, -0.557594
1.7, 0.707472, 365.047, -365.604, -0.557595
1.701, 0.708095, 365.227, -365.785, -0.557595
1.702, 0.708722, 365.408, -365.965, -0.557595
1.703, 0.709347, 365.589, -366.146, -0.557595
1.704, 0.709969, 365.769, -366.326, -0.557595
1.705, 0.710585, 365.947, -366.504, -0.557596
1.706, 0.71119, 366.122, -366.679, -0.557596
1.707, 0.711783, 366.293, -366.851, -0.557596
1.708, 0.71236, 366.46, -367.017, -0.557596
1.709, 0.71292, 366.622, -367.179, -0.557596
1.71, 0.713459, 366.777, -367.335, -0.557596
1.711, 0.713975, 366.927, -367.484, -0.557596
1.712, 0.714467, 367.069, -367.626, -0.557597
1.713, 0.714933, 367.204, -367.761, -0.557597
1.714, 0.715373, 367.331, -367.888, -0.557597
1.715, 0.715784, 367.449, -368.007, -0.557597
1.716, 0.716166, 367.56, -368.117, -0.557597
1.717, 0.716518, 367.662, -368.219, -0.557597
1.718, 0.716841, 367.755, -368.313, -0.557597
1.719, 0.717134, 367.84, -368.397, -0.557597
1.72, 0.717398, 367.916, -368.474, -0.557597
1.721, 0.717634, 367.984, -368.542, -0.557597
1.722, 0.717841, 368.044, -368.601, -0.557596
1.723, 0.718021, 368.096, -368.653, -0.557596
1.724, 0.718175, 368.14, -368.698, -0.557596
1.725, 0.718304, 368.178, -368.735, -0.557596
1.726, 0.718411, 368.208, -368.766, -0.557596
1.727, 0.718496, 368.233, -368.791, -0.557596
1.728, 0.718562, 368.252, -368.81, -0.557596
1.729, 0.71861, 368.266, -368.824, -0.557596
1.73, 0.718643, 368.275, -368.833, -0.557595
1.731, 0.718662, 368.281, -368.838, -0.557595
1.732, 0.71867, 368.283, -368.841, -0.557595
1.733, 0.718669, 368.283, -368.84, -0.557595
1.734, 0.71866, 368.28, -368.838, -0.557595
1.735, 0.718647, 368.276, -368.834, -0.557595
1.736, 0.71863, 368.271, -368.829, -0.557595
1.737, 0.718613, 368.266, -368.824, -0.557594
1.738, 0.718597, 368.262, -368.819, -0.557594
1.739, 0.718583, 368.258, -368.815, -0.557594
1.74, 0.718574, 368.255, -368.813, -0.557594
1.741, 0.718571, 368.254, -368.812, -0.557594
1.742, 0.718576, 368.255, -368.813, -0.557594
1.743, 0.718589, 368.259, -368.817, -0.557594
1.744, 0.718611, 368.266, -368.823, -0.557594
1.745, 0.718644, 368.275, -368.833, -0.557594
1.746, 0.718687, 368.288, -368.845, -0.557594
1.747, 0.718742, 368.304, -368.861, -0.557594
1.748, 0.718809, 368.323, -368.88, -0.557594
1.749, 0.718887, 368.345, -368.903, -0.557594
1.75, 0.718977, 368.371, -368.929, -0.557594
1.751, 0.719078, 368.401, -368.958, -0.557594
1.752, 0.71919, 368.433, -368.991, -0.557594
1.753, 0.719312, 368.468, -369.026, -0.557594
1.754, 0.719445, 368.507, -369.064, -0.557594
1.755, 0.719586, 368.547, -369.105, -0.557594
1.756, 0.719735, 368.59, -369.148, -0.557594
1.757, 0.719891, 368.636, -369.193, -0.557594
1.758, 0.720054, 368.683, -369.24, -0.557594
1.759, 0.720223, 368.732, -369.289, -0.557594
1.76, 0.720396, 368.782, -369.339, -0.557594
1.761, 0.720574, 368.833, -369.391, -0.557594
1.762, 0.720755, 368.885, -369.443, -0.557594
1.763, 0.720938, 368.938, -369.496, -0.557594
1.764, 0.721123, 368.992, -369.549, -0.557594
1.765, 0.72131, 369.046, -369.603, -0.557594
1.766, 0.721498, 369.1, -369.658, -0.557594
1.767, 0.721686, 369.155, -369.712, -0.557594
1.768, 0.721875, 369.209, -369.767, -0.557595
1.769, 0.722064, 369.264, -369.821, -0.557595
