#tmax5dt0.001size17latspc8temp0.728
time,temp,KE,PE,total energy
0, 6.04963e-05, 160.598, -161.156, -0.557571
0.001, 0.000544256, 160.738, -161.295, -0.557571
0.002, 0.00151066, 161.017, -161.575, -0.557571
0.003, 0.00295746, 161.435, -161.993, -0.557572
0.004, 0.00488134, 161.991, -162.549, -0.557572
0.005, 0.00727787, 162.684, -163.242, -0.557572
0.006, 0.0101416, 163.512, -164.069, -0.557573
0.007, 0.013466, 164.473, -165.03, -0.557573
0.008, 0.0172437, 165.565, -166.122, -0.557574
0.009, 0.0214661, 166.785, -167.343, -0.557574
0.01, 0.0261241, 168.131, -168.689, -0.557575
0.011, 0.0312074, 169.601, -170.158, -0.557576
0.012, 0.0367052, 171.19, -171.747, -0.557576
0.013, 0.0426057, 172.895, -173.453, -0.557577
0.014, 0.0488968, 174.714, -175.271, -0.557578
0.015, 0.0555653, 176.641, -177.199, -0.557579
0.016, 0.0625981, 178.674, -179.231, -0.557579
0.017, 0.069981, 180.808, -181.365, -0.55758
0.018, 0.0776999, 183.039, -183.596, -0.557581
0.019, 0.08574, 185.363, -185.92, -0.557582
0.02, 0.0940867, 187.775, -188.333, -0.557583
0.021, 0.102725, 190.272, -190.829, -0.557584
0.022, 0.111639, 192.848, -193.406, -0.557585
0.023, 0.120814, 195.5, -196.058, -0.557586
0.024, 0.130235, 198.223, -198.78, -0.557587
0.025, 0.139886, 201.012, -201.57, -0.557588
0.026, 0.149752, 203.864, -204.421, -0.557589
0.027, 0.159819, 206.773, -207.331, -0.557589
0.028, 0.170071, 209.737, -210.294, -0.55759
0.029, 0.180495, 212.749, -213.307, -0.557591
0.03, 0.191076, 215.807, -216.365, -0.557592
0.031, 0.201799, 218.907, -219.464, -0.557593
0.032, 0.212652, 222.043, -222.601, -0.557594
0.033, 0.223622, 225.214, -225.771, -0.557594
0.034, 0.234695, 228.414, -228.972, -0.557595
0.035, 0.24586, 231.641, -232.199, -0.557596
0.036, 0.257104, 234.891, -235.448, -0.557596
0.037, 0.268417, 238.16, -238.718, -0.557597
0.038, 0.279787, 241.446, -242.004, -0.557598
0.039, 0.291204, 244.746, -245.304, -0.557598
0.04, 0.302658, 248.056, -248.614, -0.557599
0.041, 0.31414, 251.375, -251.932, -0.557599
0.042, 0.32564, 254.699, -255.256, -0.557599
0.043, 0.337151, 258.025, -258.583, -0.5576
0.044, 0.348665, 261.353, -261.911, -0.5576
0.045, 0.360173, 264.679, -265.237, -0.557601
0.046, 0.371669, 268.001, -268.559, -0.557601
0.047, 0.383147, 271.319, -271.876, -0.557601
0.048, 0.3946, 274.629, -275.186, -0.557602
0.049, 0.406022, 277.93, -278.487, -0.557602
0.05, 0.417409, 281.221, -281.778, -0.557602
0.051, 0.428755, 284.5, -285.057, -0.557602
0.052, 0.440056, 287.766, -288.323, -0.557602
0.053, 0.451308, 291.018, -291.575, -0.557602
0.054, 0.462507, 294.254, -294.812, -0.557603
0.055, 0.473649, 297.474, -298.032, -0.557603
0.056, 0.484731, 300.677, -301.234, -0.557603
0.057, 0.495751, 303.862, -304.419, -0.557603
0.058, 0.506705, 307.027, -307.585, -0.557603
0.059, 0.517592, 310.174, -310.731, -0.557603
0.06, 0.528409, 313.3, -313.858, -0.557603
0.061, 0.539155, 316.405, -316.963, -0.557603
0.062, 0.549827, 319.49, -320.047, -0.557603
0.063, 0.560425, 322.552, -323.11, -0.557603
0.064, 0.570946, 325.593, -326.151, -0.557603
0.065, 0.581391, 328.612, -329.169, -0.557603
0.066, 0.591757, 331.607, -332.165, -0.557603
0.067, 0.602043, 334.58, -335.138, -0.557603
0.068, 0.61225, 337.53, -338.088, -0.557603
0.069, 0.622377, 340.456, -341.014, -0.557603
0.07, 0.632422, 343.36, -343.917, -0.557603
0.071, 0.642386, 346.239, -346.797, -0.557603
0.072, 0.652268, 349.095, -349.652, -0.557603
0.073, 0.662067, 351.927, -352.485, -0.557603
0.074, 0.671784, 354.735, -355.293, -0.557603
0.075, 0.681419, 357.52, -358.077, -0.557602
0.076, 0.690971, 360.28, -360.838, -0.557602
0.077, 0.700439, 363.016, -363.574, -0.557602
0.078, 0.709825, 365.729, -366.286, -0.557602
0.079, 0.719128, 368.417, -368.975, -0.557602
0.08, 0.728347, 371.082, -371.639, -0.557602
0.081, 0.737483, 373.722, -374.28, -0.557602
0.082, 0.746537, 376.338, -376.896, -0.557602
0.083, 0.755507, 378.931, -379.488, -0.557602
0.084, 0.764394, 381.499, -382.057, -0.557602
0.085, 0.773198, 384.043, -384.601, -0.557602
0.086, 0.781918, 386.564, -387.121, -0.557602
0.087, 0.790556, 389.06, -389.617, -0.557602
0.088, 0.79911, 391.532, -392.09, -0.557602
0.089, 0.807581, 393.98, -394.538, -0.557602
0.09, 0.815969, 396.404, -396.962, -0.557602
0.091, 0.824273, 398.804, -399.362, -0.557602
0.092, 0.832494, 401.18, -401.738, -0.557601
0.093, 0.840631, 403.532, -404.089, -0.557601
0.094, 0.848685, 405.859, -406.417, -0.557601
0.095, 0.856655, 408.162, -408.72, -0.557601
0.096, 0.86454, 410.441, -410.999, -0.557601
0.097, 0.872341, 412.696, -413.253, -0.557601
0.098, 0.880058, 414.926, -415.483, -0.557601
0.099, 0.887689, 417.131, -417.689, -0.557601
0.1, 0.895235, 419.312, -419.87, -0.557601
0.101, 0.902696, 421.468, -422.026, -0.557601
0.102, 0.91007, 423.599, -424.157, -0.557601
0.103, 0.917358, 425.706, -426.263, -0.557601
0.104, 0.924558, 427.787, -428.344, -0.557601
0.105, 0.931671, 429.842, -430.4, -0.557601
0.106, 0.938696, 431.872, -432.43, -0.557601
0.107, 0.945631, 433.877, -434.434, -0.557601
0.108, 0.952477, 435.855, -436.413, -0.557601
0.109, 0.959233, 437.807, -438.365, -0.557601
0.11, 0.965897, 439.733, -440.291, -0.557601
0.111, 0.972469, 441.633, -442.19, -0.557601
0.112, 0.978948, 443.505, -444.063, -0.557601
0.113, 0.985332, 445.35, -445.908, -0.557601
0.114, 0.991622, 447.168, -447.726, -0.557602
0.115, 0.997815, 448.958, -449.515, -0.557602
0.116, 1.00391, 450.72, -451.277, -0.557602
0.117, 1.00991, 452.453, -453.01, -0.557602
0.118, 1.0158, 454.157, -454.715, -0.557602
0.119, 1.0216, 455.832, -456.389, -0.557602
0.12, 1.02729, 457.477, -458.035, -0.557602
0.121, 1.03288, 459.092, -459.649, -0.557602
0.122, 1.03836, 460.676, -461.234, -0.557602
0.123, 1.04374, 462.229, -462.787, -0.557602
0.124, 1.049, 463.75, -464.308, -0.557602
0.125, 1.05415, 465.239, -465.797, -0.557603
0.126, 1.05919, 466.696, -467.253, -0.557603
0.127, 1.06411, 468.119, -468.676, -0.557603
0.128, 1.06892, 469.508, -470.065, -0.557603
0.129, 1.07361, 470.862, -471.419, -0.557603
0.13, 1.07817, 472.181, -472.738, -0.557603
0.131, 1.08261, 473.464, -474.022, -0.557604
0.132, 1.08692, 474.71, -475.268, -0.557604
0.133, 1.09111, 475.92, -476.477, -0.557604
0.134, 1.09516, 477.091, -477.648, -0.557604
0.135, 1.09908, 478.223, -478.781, -0.557604
0.136, 1.10286, 479.316, -479.873, -0.557604
0.137, 1.1065, 480.368, -480.926, -0.557605
0.138, 1.11, 481.38, -481.937, -0.557605
0.139, 1.11335, 482.349, -482.907, -0.557605
0.14, 1.11656, 483.276, -483.834, -0.557605
0.141, 1.11962, 484.159, -484.717, -0.557606
0.142, 1.12252, 484.999, -485.556, -0.557606
0.143, 1.12527, 485.793, -486.35, -0.557606
0.144, 1.12786, 486.541, -487.099, -0.557606
0.145, 1.13029, 487.243, -487.801, -0.557606
0.146, 1.13255, 487.898, -488.455, -0.557607
0.147, 1.13465, 488.505, -489.062, -0.557607
0.148, 1.13658, 489.063, -489.62, -0.557607
0.149, 1.13834, 489.572, -490.129, -0.557607
0.15, 1.13993, 490.031, -490.589, -0.557608
0.151, 1.14135, 490.44, -490.998, -0.557608
0.152, 1.14259, 490.799, -491.356, -0.557608
0.153, 1.14365, 491.106, -491.664, -0.557608
0.154, 1.14454, 491.362, -491.92, -0.557608
0.155, 1.14524, 491.566, -492.124, -0.557608
0.156, 1.14577, 491.719, -492.277, -0.557608
0.157, 1.14612, 491.82, -492.378, -0.557609
0.158, 1.14629, 491.87, -492.427, -0.557609
0.159, 1.14628, 491.867, -492.425, -0.557609
0.16, 1.1461, 491.814, -492.372, -0.557609
0.161, 1.14574, 491.71, -492.268, -0.557609
0.162, 1.14521, 491.556, -492.113, -0.557609
0.163, 1.1445, 491.352, -491.909, -0.557609
0.164, 1.14362, 491.099, -491.656, -0.557609
0.165, 1.14258, 490.798, -491.355, -0.557609
0.166, 1.14138, 490.449, -491.007, -0.557608
0.167, 1.14001, 490.055, -490.613, -0.557608
0.168, 1.1385, 489.616, -490.174, -0.557608
0.169, 1.13683, 489.134, -489.691, -0.557608
0.17, 1.13501, 488.609, -489.166, -0.557608
0.171, 1.13305, 488.043, -488.601, -0.557608
0.172, 1.13096, 487.439, -487.996, -0.557607
0.173, 1.12874, 486.796, -487.354, -0.557607
0.174, 1.12639, 486.118, -486.675, -0.557607
0.175, 1.12393, 485.405, -485.963, -0.557607
0.176, 1.12135, 484.66, -485.218, -0.557606
0.177, 1.11866, 483.884, -484.442, -0.557606
0.178, 1.11588, 483.08, -483.638, -0.557606
0.179, 1.11301, 482.249, -482.807, -0.557605
0.18, 1.11005, 481.394, -481.951, -0.557605
0.181, 1.10701, 480.515, -481.073, -0.557605
0.182, 1.1039, 479.617, -480.174, -0.557604
0.183, 1.10073, 478.7, -479.257, -0.557604
0.184, 1.0975, 477.767, -478.324, -0.557604
0.185, 1.09422, 476.82, -477.378, -0.557603
0.186, 1.09091, 475.862, -476.42, -0.557603
0.187, 1.08756, 474.895, -475.453, -0.557602
0.188, 1.0842, 473.922, -474.479, -0.557602
0.189, 1.08082, 472.945, -473.503, -0.557602
0.19, 1.07743, 471.967, -472.525, -0.557601
0.191, 1.07405, 470.99, -471.548, -0.557601
0.192, 1.07069, 470.018, -470.576, -0.5576
0.193, 1.06735, 469.053, -469.611, -0.557599
0.194, 1.06405, 468.098, -468.655, -0.557599
0.195, 1.06078, 467.155, -467.713, -0.557598
0.196, 1.05758, 466.228, -466.785, -0.557598
0.197, 1.05443, 465.318, -465.876, -0.557597
0.198, 1.05135, 464.429, -464.987, -0.557597
0.199, 1.04836, 463.563, -464.121, -0.557596
0.2, 1.04545, 462.723, -463.281, -0.557596
0.201, 1.04264, 461.91, -462.468, -0.557596
0.202, 1.03993, 461.128, -461.685, -0.557595
0.203, 1.03733, 460.377, -460.934, -0.557595
0.204, 1.03485, 459.659, -460.217, -0.557594
0.205, 1.03249, 458.977, -459.534, -0.557594
0.206, 1.03026, 458.331, -458.889, -0.557594
0.207, 1.02815, 457.722, -458.28, -0.557594
0.208, 1.02618, 457.152, -457.71, -0.557594
0.209, 1.02434, 456.621, -457.179, -0.557594
0.21, 1.02264, 456.13, -456.687, -0.557594
0.211, 1.02107, 455.677, -456.235, -0.557594
0.212, 1.01965, 455.264, -455.822, -0.557594
0.213, 1.01835, 454.891, -455.448, -0.557594
0.214, 1.01719, 454.555, -455.113, -0.557594
0.215, 1.01616, 454.258, -454.816, -0.557594
0.216, 1.01526, 453.998, -454.555, -0.557594
0.217, 1.01448, 453.773, -454.33, -0.557595
0.218, 1.01382, 453.583, -454.14, -0.557595
0.219, 1.01328, 453.426, -453.983, -0.557595
0.22, 1.01285, 453.3, -453.858, -0.557595
0.221, 1.01252, 453.205, -453.762, -0.557596
0.222, 1.01228, 453.137, -453.695, -0.557596
0.223, 1.01214, 453.096, -453.654, -0.557597
0.224, 1.01208, 453.079, -453.637, -0.557597
0.225, 1.0121, 453.084, -453.642, -0.557597
0.226, 1.01219, 453.11, -453.668, -0.557598
0.227, 1.01234, 453.154, -453.712, -0.557598
0.228, 1.01255, 453.214, -453.772, -0.557599
0.229, 1.0128, 453.288, -453.845, -0.557599
0.23, 1.0131, 453.373, -453.931, -0.557599
0.231, 1.01343, 453.469, -454.026, -0.5576
0.232, 1.01378, 453.571, -454.129, -0.5576
0.233, 1.01415, 453.68, -454.237, -0.557601
0.234, 1.01454, 453.791, -454.349, -0.557601
0.235, 1.01493, 453.904, -454.461, -0.557601
0.236, 1.01532, 454.016, -454.573, -0.557602
0.237, 1.01569, 454.125, -454.682, -0.557602
0.238, 1.01605, 454.229, -454.787, -0.557602
0.239, 1.01639, 454.327, -454.885, -0.557603
0.24, 1.0167, 454.416, -454.974, -0.557603
0.241, 1.01697, 454.495, -455.053, -0.557603
0.242, 1.01721, 454.563, -455.12, -0.557604
0.243, 1.01739, 454.616, -455.174, -0.557604
0.244, 1.01753, 454.655, -455.212, -0.557604
0.245, 1.0176, 454.677, -455.234, -0.557604
0.246, 1.01761, 454.68, -455.238, -0.557605
0.247, 1.01756, 454.665, -455.222, -0.557605
0.248, 1.01743, 454.628, -455.186, -0.557605
0.249, 1.01723, 454.57, -455.127, -0.557605
0.25, 1.01695, 454.488, -455.046, -0.557605
0.251, 1.01658, 454.382, -454.94, -0.557605
0.252, 1.01613, 454.251, -454.809, -0.557606
0.253, 1.01558, 454.094, -454.652, -0.557606
0.254, 1.01495, 453.911, -454.468, -0.557606
0.255, 1.01422, 453.7, -454.257, -0.557606
0.256, 1.01339, 453.46, -454.018, -0.557606
0.257, 1.01246, 453.192, -453.75, -0.557606
0.258, 1.01143, 452.895, -453.452, -0.557606
0.259, 1.0103, 452.568, -453.125, -0.557606
0.26, 1.00907, 452.211, -452.768, -0.557606
0.261, 1.00773, 451.823, -452.381, -0.557606
0.262, 1.00628, 451.406, -451.963, -0.557606
0.263, 1.00473, 450.958, -451.515, -0.557606
0.264, 1.00308, 450.479, -451.037, -0.557606
0.265, 1.00131, 449.97, -450.528, -0.557606
0.266, 0.999449, 449.431, -449.989, -0.557606
0.267, 0.99748, 448.862, -449.42, -0.557606
0.268, 0.995409, 448.264, -448.821, -0.557606
0.269, 0.993236, 447.636, -448.193, -0.557606
0.27, 0.990964, 446.979, -447.537, -0.557605
0.271, 0.988595, 446.294, -446.852, -0.557605
0.272, 0.98613, 445.582, -446.139, -0.557605
0.273, 0.983573, 444.843, -445.401, -0.557605
0.274, 0.980927, 444.078, -444.636, -0.557605
0.275, 0.978195, 443.288, -443.846, -0.557605
0.276, 0.97538, 442.475, -443.032, -0.557604
0.277, 0.972486, 441.638, -442.196, -0.557604
0.278, 0.969518, 440.78, -441.338, -0.557604
0.279, 0.966479, 439.902, -440.46, -0.557603
0.28, 0.963376, 439.005, -439.563, -0.557603
0.281, 0.960212, 438.091, -438.649, -0.557603
0.282, 0.956994, 437.161, -437.718, -0.557602
0.283, 0.953727, 436.217, -436.774, -0.557602
0.284, 0.950417, 435.26, -435.817, -0.557602
0.285, 0.94707, 434.292, -434.85, -0.557601
0.286, 0.943692, 433.316, -433.874, -0.557601
0.287, 0.940291, 432.333, -432.891, -0.5576
0.288, 0.936873, 431.345, -431.903, -0.5576
0.289, 0.933445, 430.354, -430.912, -0.5576
0.29, 0.930013, 429.362, -429.92, -0.557599
0.291, 0.926586, 428.372, -428.929, -0.557599
0.292, 0.923171, 427.385, -427.942, -0.557598
0.293, 0.919773, 426.403, -426.96, -0.557598
0.294, 0.916402, 425.428, -425.986, -0.557597
0.295, 0.913064, 424.463, -425.021, -0.557597
0.296, 0.909765, 423.51, -424.067, -0.557597
0.297, 0.906512, 422.57, -423.127, -0.557596
0.298, 0.903313, 421.645, -422.203, -0.557596
0.299, 0.900172, 420.737, -421.295, -0.557595
0.3, 0.897097, 419.848, -420.406, -0.557595
0.301, 0.894093, 418.98, -419.538, -0.557595
0.302, 0.891164, 418.134, -418.691, -0.557594
0.303, 0.888315, 417.31, -417.868, -0.557594
0.304, 0.885551, 416.511, -417.069, -0.557594
0.305, 0.882876, 415.738, -416.296, -0.557594
0.306, 0.880292, 414.991, -415.549, -0.557594
0.307, 0.877802, 414.272, -414.829, -0.557594
0.308, 0.875408, 413.58, -414.137, -0.557594
0.309, 0.873112, 412.916, -413.474, -0.557593
0.31, 0.870914, 412.281, -412.839, -0.557593
0.311, 0.868816, 411.675, -412.232, -0.557593
0.312, 0.866816, 411.097, -411.654, -0.557594
0.313, 0.864915, 410.547, -411.105, -0.557594
0.314, 0.863111, 410.026, -410.584, -0.557594
0.315, 0.861404, 409.533, -410.09, -0.557594
0.316, 0.85979, 409.066, -409.624, -0.557594
0.317, 0.858268, 408.627, -409.184, -0.557594
0.318, 0.856835, 408.213, -408.77, -0.557594
0.319, 0.85549, 407.824, -408.381, -0.557595
0.32, 0.854227, 407.459, -408.017, -0.557595
0.321, 0.853046, 407.118, -407.675, -0.557595
0.322, 0.851941, 406.798, -407.356, -0.557595
0.323, 0.850911, 406.501, -407.058, -0.557595
0.324, 0.849951, 406.223, -406.781, -0.557596
0.325, 0.849058, 405.965, -406.523, -0.557596
0.326, 0.848229, 405.726, -406.283, -0.557596
0.327, 0.847461, 405.504, -406.061, -0.557596
0.328, 0.84675, 405.298, -405.856, -0.557596
0.329, 0.846093, 405.109, -405.666, -0.557597
0.33, 0.845488, 404.934, -405.491, -0.557597
0.331, 0.844931, 404.773, -405.331, -0.557597
0.332, 0.84442, 404.625, -405.183, -0.557597
0.333, 0.843952, 404.49, -405.048, -0.557597
0.334, 0.843526, 404.367, -404.925, -0.557597
0.335, 0.843138, 404.255, -404.812, -0.557597
0.336, 0.842786, 404.153, -404.711, -0.557598
0.337, 0.84247, 404.062, -404.619, -0.557598
0.338, 0.842186, 403.98, -404.537, -0.557598
0.339, 0.841933, 403.907, -404.465, -0.557598
0.34, 0.841711, 403.843, -404.4, -0.557598
0.341, 0.841516, 403.786, -404.344, -0.557598
0.342, 0.841348, 403.738, -404.295, -0.557598
0.343, 0.841206, 403.697, -404.254, -0.557598
0.344, 0.841088, 403.663, -404.22, -0.557598
0.345, 0.840993, 403.635, -404.193, -0.557598
0.346, 0.840919, 403.614, -404.172, -0.557598
0.347, 0.840867, 403.599, -404.156, -0.557598
0.348, 0.840833, 403.589, -404.147, -0.557598
0.349, 0.840818, 403.585, -404.142, -0.557598
0.35, 0.84082, 403.585, -404.143, -0.557598
0.351, 0.840838, 403.591, -404.148, -0.557598
0.352, 0.840871, 403.6, -404.158, -0.557598
0.353, 0.840918, 403.614, -404.171, -0.557598
0.354, 0.840977, 403.631, -404.188, -0.557598
0.355, 0.841048, 403.651, -404.209, -0.557598
0.356, 0.84113, 403.675, -404.232, -0.557599
0.357, 0.84122, 403.701, -404.259, -0.557599
0.358, 0.841319, 403.73, -404.287, -0.557599
0.359, 0.841425, 403.76, -404.318, -0.557599
0.36, 0.841537, 403.793, -404.35, -0.557599
0.361, 0.841655, 403.827, -404.384, -0.557599
0.362, 0.841776, 403.862, -404.419, -0.557599
0.363, 0.841902, 403.898, -404.456, -0.557599
0.364, 0.84203, 403.935, -404.493, -0.557599
0.365, 0.84216, 403.973, -404.53, -0.557599
0.366, 0.842292, 404.011, -404.568, -0.557599
0.367, 0.842425, 404.049, -404.607, -0.557599
0.368, 0.842559, 404.088, -404.646, -0.557599
0.369, 0.842693, 404.127, -404.684, -0.557599
0.37, 0.842828, 404.166, -404.723, -0.557599
0.371, 0.842963, 404.205, -404.762, -0.557599
0.372, 0.843099, 404.244, -404.801, -0.557598
0.373, 0.843235, 404.283, -404.841, -0.557598
0.374, 0.843374, 404.323, -404.881, -0.557598
0.375, 0.843514, 404.364, -404.921, -0.557598
0.376, 0.843657, 404.405, -404.963, -0.557598
0.377, 0.843803, 404.447, -405.005, -0.557598
0.378, 0.843955, 404.491, -405.049, -0.557598
0.379, 0.844112, 404.537, -405.094, -0.557598
0.38, 0.844277, 404.584, -405.142, -0.557598
0.381, 0.844451, 404.635, -405.192, -0.557598
0.382, 0.844636, 404.688, -405.245, -0.557597
0.383, 0.844832, 404.744, -405.302, -0.557597
0.384, 0.845042, 404.805, -405.363, -0.557597
0.385, 0.845269, 404.871, -405.428, -0.557597
0.386, 0.845513, 404.941, -405.499, -0.557597
0.387, 0.845776, 405.017, -405.575, -0.557597
0.388, 0.846062, 405.1, -405.657, -0.557596
0.389, 0.846371, 405.189, -405.747, -0.557596
0.39, 0.846706, 405.286, -405.843, -0.557596
0.391, 0.847068, 405.39, -405.948, -0.557596
0.392, 0.84746, 405.503, -406.061, -0.557596
0.393, 0.847882, 405.626, -406.183, -0.557596
0.394, 0.848338, 405.757, -406.315, -0.557595
0.395, 0.848828, 405.899, -406.456, -0.557595
0.396, 0.849354, 406.051, -406.608, -0.557595
0.397, 0.849918, 406.214, -406.771, -0.557595
0.398, 0.850519, 406.387, -406.945, -0.557595
0.399, 0.85116, 406.573, -407.13, -0.557595
0.4, 0.851842, 406.77, -407.327, -0.557595
0.401, 0.852564, 406.978, -407.536, -0.557595
0.402, 0.853327, 407.199, -407.756, -0.557595
0.403, 0.854132, 407.431, -407.989, -0.557595
0.404, 0.854978, 407.676, -408.234, -0.557595
0.405, 0.855867, 407.933, -408.49, -0.557595
0.406, 0.856796, 408.201, -408.759, -0.557595
0.407, 0.857767, 408.482, -409.039, -0.557595
0.408, 0.858778, 408.774, -409.332, -0.557595
0.409, 0.859829, 409.078, -409.635, -0.557595
0.41, 0.860919, 409.393, -409.95, -0.557595
0.411, 0.862047, 409.719, -410.277, -0.557595
0.412, 0.863213, 410.056, -410.613, -0.557595
0.413, 0.864414, 410.403, -410.96, -0.557595
0.414, 0.86565, 410.76, -411.318, -0.557595
0.415, 0.866919, 411.127, -411.685, -0.557595
0.416, 0.868221, 411.503, -412.061, -0.557595
0.417, 0.869553, 411.888, -412.446, -0.557595
0.418, 0.870914, 412.281, -412.839, -0.557595
0.419, 0.872303, 412.683, -413.24, -0.557595
0.42, 0.873718, 413.092, -413.649, -0.557595
0.421, 0.875157, 413.508, -414.065, -0.557595
0.422, 0.876619, 413.93, -414.488, -0.557595
0.423, 0.878101, 414.359, -414.916, -0.557595
0.424, 0.879604, 414.793, -415.351, -0.557595
0.425, 0.881123, 415.232, -415.79, -0.557595
0.426, 0.882659, 415.676, -416.234, -0.557595
0.427, 0.884208, 416.124, -416.681, -0.557596
0.428, 0.88577, 416.575, -417.133, -0.557596
0.429, 0.887342, 417.029, -417.587, -0.557596
0.43, 0.888923, 417.486, -418.044, -0.557596
0.431, 0.89051, 417.945, -418.503, -0.557596
0.432, 0.892103, 418.405, -418.963, -0.557596
0.433, 0.893698, 418.866, -419.424, -0.557596
0.434, 0.895294, 419.328, -419.885, -0.557596
0.435, 0.896889, 419.789, -420.346, -0.557596
0.436, 0.898482, 420.249, -420.807, -0.557596
0.437, 0.90007, 420.708, -421.266, -0.557596
0.438, 0.901652, 421.165, -421.723, -0.557596
0.439, 0.903226, 421.62, -422.178, -0.557597
0.44, 0.90479, 422.072, -422.63, -0.557597
0.441, 0.906342, 422.521, -423.078, -0.557597
0.442, 0.90788, 422.965, -423.523, -0.557597
0.443, 0.909404, 423.406, -423.963, -0.557597
0.444, 0.91091, 423.841, -424.399, -0.557597
0.445, 0.912398, 424.271, -424.829, -0.557597
0.446, 0.913866, 424.695, -425.253, -0.557597
0.447, 0.915312, 425.113, -425.671, -0.557597
0.448, 0.916735, 425.525, -426.082, -0.557597
0.449, 0.918134, 425.929, -426.486, -0.557597
0.45, 0.919507, 426.326, -426.883, -0.557597
0.451, 0.920853, 426.715, -427.272, -0.557597
0.452, 0.922171, 427.095, -427.653, -0.557597
0.453, 0.923458, 427.467, -428.025, -0.557597
0.454, 0.924715, 427.831, -428.388, -0.557597
0.455, 0.92594, 428.185, -428.742, -0.557597
0.456, 0.927132, 428.529, -429.087, -0.557597
0.457, 0.92829, 428.864, -429.421, -0.557598
0.458, 0.929412, 429.188, -429.746, -0.557598
0.459, 0.930499, 429.502, -430.06, -0.557598
0.46, 0.931548, 429.805, -430.363, -0.557598
0.461, 0.932558, 430.097, -430.655, -0.557598
0.462, 0.93353, 430.378, -430.936, -0.557598
0.463, 0.934461, 430.647, -431.205, -0.557598
0.464, 0.935351, 430.904, -431.462, -0.557598
0.465, 0.936198, 431.149, -431.707, -0.557598
0.466, 0.937002, 431.382, -431.939, -0.557598
0.467, 0.937762, 431.601, -432.159, -0.557598
0.468, 0.938476, 431.808, -432.365, -0.557598
0.469, 0.939143, 432.001, -432.558, -0.557598
0.47, 0.939763, 432.18, -432.738, -0.557598
0.471, 0.940335, 432.345, -432.903, -0.557598
0.472, 0.940856, 432.496, -433.053, -0.557598
0.473, 0.941327, 432.632, -433.189, -0.557598
0.474, 0.941746, 432.753, -433.31, -0.557598
0.475, 0.942111, 432.858, -433.416, -0.557599
0.476, 0.942422, 432.948, -433.506, -0.557599
0.477, 0.942678, 433.022, -433.58, -0.557599
0.478, 0.942877, 433.08, -433.638, -0.557599
0.479, 0.943019, 433.121, -433.678, -0.557599
0.48, 0.943102, 433.145, -433.702, -0.557599
0.481, 0.943125, 433.152, -433.709, -0.557599
0.482, 0.943088, 433.141, -433.699, -0.557599
0.483, 0.942989, 433.112, -433.67, -0.557599
0.484, 0.942828, 433.066, -433.624, -0.557599
0.485, 0.942604, 433.001, -433.559, -0.557599
0.486, 0.942316, 432.918, -433.476, -0.557599
0.487, 0.941964, 432.816, -433.374, -0.557599
0.488, 0.941546, 432.696, -433.253, -0.557599
0.489, 0.941064, 432.556, -433.114, -0.557599
0.49, 0.940516, 432.398, -432.955, -0.5576
0.491, 0.939902, 432.22, -432.778, -0.5576
0.492, 0.939223, 432.024, -432.582, -0.5576
0.493, 0.938479, 431.809, -432.367, -0.5576
0.494, 0.937669, 431.575, -432.133, -0.5576
0.495, 0.936795, 431.323, -431.88, -0.5576
0.496, 0.935858, 431.052, -431.609, -0.5576
0.497, 0.934858, 430.763, -431.32, -0.5576
0.498, 0.933796, 430.456, -431.013, -0.557599
0.499, 0.932674, 430.132, -430.689, -0.557599
0.5, 0.931494, 429.79, -430.348, -0.557599
0.501, 0.930257, 429.433, -429.99, -0.557599
0.502, 0.928965, 429.06, -429.617, -0.557599
0.503, 0.927621, 428.671, -429.229, -0.557599
0.504, 0.926227, 428.268, -428.826, -0.557599
0.505, 0.924785, 427.851, -428.409, -0.557599
0.506, 0.923299, 427.422, -427.98, -0.557599
0.507, 0.921772, 426.981, -427.538, -0.557599
0.508, 0.920207, 426.528, -427.086, -0.557598
0.509, 0.918608, 426.066, -426.624, -0.557598
0.51, 0.916978, 425.595, -426.153, -0.557598
0.511, 0.915322, 425.116, -425.674, -0.557598
0.512, 0.913643, 424.631, -425.188, -0.557598
0.513, 0.911945, 424.14, -424.698, -0.557597
0.514, 0.910234, 423.645, -424.203, -0.557597
0.515, 0.908512, 423.148, -423.705, -0.557597
0.516, 0.906785, 422.649, -423.206, -0.557597
0.517, 0.905058, 422.149, -422.707, -0.557596
0.518, 0.903334, 421.651, -422.209, -0.557596
0.519, 0.901618, 421.155, -421.713, -0.557596
0.52, 0.899915, 420.663, -421.221, -0.557596
0.521, 0.898229, 420.176, -420.733, -0.557595
0.522, 0.896565, 419.695, -420.252, -0.557595
0.523, 0.894925, 419.221, -419.778, -0.557595
0.524, 0.893316, 418.756, -419.313, -0.557595
0.525, 0.891739, 418.3, -418.857, -0.557595
0.526, 0.890199, 417.855, -418.412, -0.557595
0.527, 0.8887, 417.421, -417.979, -0.557594
0.528, 0.887243, 417, -417.558, -0.557594
0.529, 0.885833, 416.593, -417.15, -0.557594
0.53, 0.88447, 416.199, -416.757, -0.557594
0.531, 0.883158, 415.82, -416.377, -0.557594
0.532, 0.881898, 415.456, -416.013, -0.557594
0.533, 0.880692, 415.107, -415.665, -0.557594
0.534, 0.87954, 414.774, -415.332, -0.557594
0.535, 0.878443, 414.457, -415.015, -0.557594
